6	-4	1	4033	154	373	253	1268897825	1268906896
4	-4	-4	4033	154	373	253	1268906915	1268916141
6	-4	3	4033	154	373	253	1268916156	1268924956
5	-2	2	4033	154	373	253	1268924963	1268930597
5	-2	2	4033	154	373	253	1268930605	1268937344
5	-5	1	4033	154	373	253	1268937352	1268945578
8	-3	0	4033	154	373	253	1268945585	1268953735
5	-4	-2	4033	154	373	253	1268953742	1268961165
5	-3	3	4033	154	373	253	1268961176	1268968378
5	-3	3	4033	154	373	253	1268968389	1268976983
6	-4	4	4033	154	373	253	1268976990	1268984354
11	-6	-1	4033	154	373	253	1268984365	1268991564
1	-6	0	4033	154	373	253	1268991575	1268998564
1	-6	0	4033	154	373	253	1268998572	1269006912
10	0	-1	4033	154	373	253	1269006919	1269015191
2	-6	-2	4033	154	373	253	1269015199	1269022873
8	-1	0	4033	154	373	253	1269022880	1269029506
8	-1	0	4033	154	373	253	1269029513	1269036087
2	-5	3	4033	154	373	253	1269036094	1269044801
6	-3	2	4033	154	373	253	1269044812	1269051891
2	-6	-2	4033	154	373	253	1269051898	1269058761
2	-6	-2	4033	154	373	253	1269058772	1269067302
7	-1	0	4033	154	373	253	1269067318	1269075998
4	-4	3	4033	154	373	253	1269076005	1269082028
5	-4	3	4033	154	373	253	1269082040	1269090110
5	-4	3	4033	154	373	253	1269090125	1269097964
5	0	1	4033	154	373	253	1269097972	1269106393
5	-3	1	4033	154	373	253	1269106401	1269114876
6	-3	-1	4033	154	373	253	1269114883	1269121976
4	-5	2	4033	154	373	253	1269121983	1269129166
4	-5	2	4033	154	373	253	1269129173	1269135527
4	-5	1	4033	154	373	253	1269135534	1269143227
8	-1	0	4033	154	373	253	1269143238	1269150361
8	-1	0	4033	154	373	253	1269150368	1269158261
5	-4	0	4033	154	373	253	1269158268	1269166527
3	-2	1	4033	154	373	253	1269166543	1269175287
2	-5	3	4033	154	373	253	1269175294	1269180931
2	-5	3	4033	154	373	253	1269180938	1269188203
6	-2	2	4033	154	373	253	1269188214	1269196790
4	-1	2	4033	154	373	253	1269196797	1269205134
2	-5	-2	4033	154	373	253	1269205141	1269212149
6	-4	0	4033	154	373	253	1269212156	1269219169
6	-4	0	4033	154	373	253	1269219176	1269227741
7	-2	-1	4033	154	373	253	1269227748	1269233676
6	-3	0	4033	154	373	253	1269233684	1269241011
6	-3	0	4033	154	373	253	1269241018	1269248963
3	-2	2	4033	154	373	253	1269248978	1269257477
7	-1	-2	4033	154	373	253	1269257484	1269265888
5	-3	1	4033	154	373	253	1269265903	1269273435
4	-2	3	4033	154	373	253	1269273442	1269280153
4	-2	3	4033	154	373	253	1269280160	1269287012
5	-1	-6	4033	154	373	253	1269287019	1269295774
6	-3	4	4033	154	373	253	1269295789	1269303153
6	-1	-6	4033	154	373	253	1269303160	1269310093
6	-1	-6	4033	154	373	253	1269310101	1269318358
5	-5	3	4033	154	373	253	1269318365	1269326781
2	-2	2	4033	154	373	253	1269326788	1269332419
2	-2	2	4033	154	373	253	1269332426	1269339040
8	-3	-3	4033	154	373	253	1269339051	1269347533
4	-3	2	4033	154	373	253	1269347541	1269356101
3	-3	-1	4033	154	373	253	1269356108	1269363685
5	-2	2	4033	154	373	253	1269363696	1269370845
5	-2	2	4033	154	373	253	1269370856	1269378890
7	-2	-2	4033	154	373	253	1269378897	1269385862
3	-3	0	4033	154	373	253	1269385869	1269393774
7	-5	3	4033	154	373	253	1269393789	1269401000
7	-5	3	4033	154	373	253	1269401007	1269408863
6	-4	1	4033	154	373	253	1269408870	1269417222
4	-4	1	4033	154	373	253	1269417234	1269425946
4	-5	3	4033	154	373	253	1269425953	1269431586
4	-5	3	4033	154	373	253	1269431593	1269438410
4	-2	3	4033	154	373	253	1269438417	1269447065
3	-6	3	4033	154	373	253	1269447072	1269455304
3	-4	0	4033	154	373	253	1269455311	1269462496
6	-3	-5	4033	154	373	253	1269462507	1269469701
6	-3	-5	4033	154	373	253	1269469712	1269478342
6	-3	3	4033	154	373	253	1269478349	1269485008
6	-3	4	4033	154	373	253	1269485015	1269492055
2	-3	1	4033	154	373	253	1269492066	1269499676
2	-3	1	4033	154	373	253	1269499687	1269508210
5	-2	0	4033	154	373	253	1269508218	1269516657
6	-5	0	4033	154	373	253	1269516668	1269524620
5	-4	0	4033	154	373	253	1269524627	1269531129
5	-4	0	4033	154	373	253	1269531136	1269537685
3	-2	2	4033	154	373	253	1269537692	1269546176
4	-5	3	4033	154	373	253	1269546183	1269553229
7	-3	-2	4033	154	373	253	1269553236	1269560187
7	-3	-2	4033	154	373	253	1269560194	1269568735
7	-1	-2	4033	154	373	253	1269568746	1269577296
5	-4	-1	4033	154	373	253	1269577304	1269582934
4	-4	5	4033	154	373	253	1269582942	1269589968
4	-4	5	4033	154	373	253	1269589979	1269598440
4	-1	1	4033	154	373	253	1269598447	1269606884
4	-4	-1	4033	154	373	253	1269606892	1269614809
5	-3	0	4033	154	373	253	1269614825	1269622070
5	-3	0	4033	154	373	253	1269622077	1269629947
5	-3	2	4033	154	373	253	1269629954	1269636638
5	-2	4	4033	154	373	253	1269636645	1269644063
4	-5	-1	4033	154	373	253	1269644071	1269651024
4	-5	-1	4033	154	373	253	1269651032	1269659176
5	-4	-1	4033	154	373	253	1269659183	1269667610
7	-4	1	4033	154	373	253	1269667625	1269675759
6	-2	0	4033	154	373	253	1269675766	1269681872
6	-2	0	3979	156	373	240	1269681880	1269688011
6	-5	0	3979	156	373	240	1269688019	1269696522
2	-4	2	3979	156	373	240	1269696530	1269704059
7	-3	1	3979	156	373	240	1269704070	1269711036
7	-3	1	3979	156	373	240	1269711044	1269719376
5	-4	0	3979	156	373	240	1269719383	1269728009
5	-5	0	3979	156	373	240	1269728017	1269733648
5	-5	0	3908	157	372	222	1269733655	1269739712
4	-4	3	3908	157	372	222	1269739723	1269748208
5	-5	-2	3908	157	372	222	1269748216	1269756724
6	-6	-1	3908	157	372	222	1269756731	1269763981
3	-3	4	3908	157	372	222	1269763996	1269770800
3	-3	4	3908	157	372	222	1269770807	1269779196
4	-1	0	3908	157	372	222	1269779203	1269784834
7	-5	3	3833	159	371	204	1269784842	1269791658
7	-5	3	3833	159	371	204	1269791669	1269799725
4	-3	1	3833	159	371	204	1269799733	1269808246
4	-4	0	3833	159	371	204	1269808257	1269816796
5	-2	0	3833	159	371	204	1269816807	1269823837
5	-4	0	3833	159	372	204	1269823844	1269830981
5	-4	0	3833	159	372	204	1269830988	1269836813
6	-3	3	3773	160	373	189	1269836820	1269843207
6	-3	3	3773	160	374	190	1269843214	1269850405
5	-2	3	3773	159	375	190	1269850413	1269858869
4	-1	-2	3773	159	375	190	1269858876	1269867521
6	-4	0	3773	159	377	190	1269867536	1269874979
5	-1	-1	3773	158	379	190	1269874986	1269881663
5	-1	-1	3773	158	379	190	1269881670	1269887546
7	-1	0	3697	160	381	172	1269887554	1269893212
7	-1	0	3697	158	385	172	1269893219	1269899109
5	0	4	3697	158	385	172	1269899116	1269905284
6	0	-1	3697	156	389	172	1269905291	1269912019
6	0	-1	3697	153	394	172	1269912026	1269920170
5	1	4	3697	150	402	172	1269920181	1269928563
3	6	2	3697	150	402	172	1269928571	1269934202
3	6	2	3697	146	412	173	1269934209	1269940039
3	8	6	3697	146	412	173	1269940050	1269945689
5	16	9	3697	140	425	173	1269945696	1269951494
5	16	9	3697	133	443	173	1269951501	1269958544
3	22	7	3697	133	443	173	1269958551	1269966120
5	20	9	3696	125	465	174	1269966135	1269972346
5	20	9	3695	114	493	174	1269972353	1269980496
4	25	12	3695	114	493	174	1269980503	1269986143
3	24	20	3693	101	528	175	1269986150	1269991999
3	24	20	3693	101	528	175	1269992006	1269997861
5	31	18	3689	86	570	175	1269997869	1270003500
5	31	18	3684	68	620	176	1270003507	1270010501
1	21	23	3677	48	679	176	1270010513	1270018629
2	14	24	3677	48	679	176	1270018636	1270026797
5	12	33	3668	24	748	178	1270026805	1270032911
5	12	33	3660	-2	824	179	1270032918	1270038579
6	21	42	3660	-2	824	179	1270038586	1270044353
6	21	42	3651	-32	907	182	1270044360	1270050253
8	23	50	3651	-32	907	182	1270050260	1270057882
10	29	54	3643	-63	998	185	1270057889	1270065543
5	60	61	3636	-96	1094	190	1270065558	1270072438
5	60	61	3630	-129	1191	196	1270072446	1270080638
-1	71	64	3630	-129	1191	196	1270080646	1270086276
0	71	74	3625	-159	1277	202	1270086283	1270091961
0	71	74	3625	-159	1277	202	1270091968	1270097856
8	57	77	3622	-189	1361	209	1270097863	1270103493
8	57	77	3624	-220	1453	217	1270103501	1270110984
14	53	90	3628	-247	1544	228	1270110995	1270119375
15	44	103	3628	-247	1544	228	1270119382	1270128001
6	51	108	3634	-272	1635	238	1270128008	1270133638
6	51	108	3637	-294	1726	249	1270133646	1270139530
8	61	110	3637	-294	1726	249	1270139541	1270145176
8	61	110	3638	-315	1817	4	1270145183	1270151012
0	67	126	3636	-334	1905	14	1270151019	1270158929
-4	44	122	3636	-334	1905	14	1270158936	1270167323
-3	24	124	3632	-351	1994	24	1270167338	1270174549
0	22	128	3627	-368	2082	35	1270174556	1270181893
0	22	128	3627	-368	2082	35	1270181901	1270187745
24	38	113	3625	-384	2168	47	1270187752	1270193411
24	38	113	3627	-399	2250	59	1270193419	1270199051
31	76	144	3627	-399	2250	59	1270199058	1270206358
46	101	145	3630	-413	2324	71	1270206365	1270214036
46	101	145	3637	-424	2385	81	1270214051	1270221373
43	69	115	3645	-431	2433	91	1270221381	1270230088
23	67	114	3645	-431	2433	91	1270230095	1270235726
23	67	114	3654	-435	2474	100	1270235733	1270241459
31	105	138	3654	-435	2474	100	1270241470	1270247105
30	109	147	3664	-438	2475	102	1270247113	1270252943
30	109	147	3671	-438	2463	102	1270252951	1270259718
26	129	86	3671	-438	2463	102	1270259725	1270267643
-21	74	117	3671	-432	2447	99	1270267658	1270274895
22	8	79	3658	-432	2458	98	1270274902	1270282298
22	8	79	3658	-432	2458	98	1270282305	1270288125
-25	114	90	3637	-436	2470	95	1270288132	1270293790
-25	114	90	3603	-444	2484	89	1270293797	1270299603
-74	142	97	3603	-444	2484	89	1270299610	1270307387
-68	147	73	3547	-456	2506	81	1270307394	1270314695
-62	296	184	3478	-473	2531	70	1270314710	1270322037
-62	296	184	3409	-490	2547	58	1270322044	1270330750
-157	379	192	3409	-490	2547	58	1270330757	1270336410
-262	389	137	3324	-501	2548	40	1270336417	1270342298
-262	389	137	3324	-501	2548	40	1270342305	1270347935
-142	298	122	3183	-510	2535	10	1270347942	1270353711
-142	298	122	3009	-519	2512	228	1270353718	1270361349
-56	279	121	2831	-535	2487	192	1270361356	1270370011
-145	517	108	2831	-535	2487	192	1270370026	1270378807
-294	692	116	2651	-559	2454	157	1270378814	1270384448
-294	692	116	2474	-586	2409	123	1270384455	1270390329
-691	1178	47	2474	-586	2409	123	1270390340	1270395975
-691	1178	47	2276	-593	2331	82	1270395982	1270401842
-289	1958	144	2205	-549	2183	50	1270401849	1270409748
-7	1358	153	2205	-549	2183	50	1270409755	1270418035
-48	86	-38	2308	-472	1986	36	1270418046	1270425349
-87	-68	-74	2492	-394	1786	38	1270425356	1270432724
-87	-68	-74	2492	-394	1786	38	1270432731	1270438545
-145	-387	8	2738	-322	1598	57	1270438553	1270444209
-145	-387	8	3009	-260	1433	89	1270444216	1270450022
-85	-214	31	3009	-260	1433	89	1270450029	1270457172
-137	-108	-10	3302	-209	1290	133	1270457179	1270464508
-137	-108	-10	3605	-162	1166	189	1270464520	1270472225
-247	-705	154	3887	-125	1055	247	1270472236	1270480924
43	470	-51	3887	-125	1055	247	1270480931	1270486562
-25	62	25	4152	-96	933	51	1270486569	1270492476
-25	62	25	4152	-96	933	51	1270492483	1270498120
-89	-89	-338	4468	-41	811	130	1270498127	1270504137
-89	-89	-338	4885	46	742	251	1270504144	1270512025
-182	-231	-73	5351	152	727	148	1270512032	1270520662
-302	-21	-104	5351	152	727	148	1270520673	1270529491
-278	-197	-137	5841	275	729	73	1270529498	1270535129
-278	-197	-137	6372	416	743	34	1270535136	1270541050
-349	-513	47	6372	416	743	34	1270541061	1270546698
-352	-490	7	6946	574	785	41	1270546705	1270552511
-352	-490	7	7557	748	861	100	1270552518	1270560361
-323	-515	-15	7557	748	861	100	1270560368	1270569092
-266	-642	24	8200	939	954	215	1270569107	1270576461
-303	-764	16	8872	1137	1069	139	1270576468	1270583487
-303	-764	16	8872	1137	1069	139	1270583494	1270589337
-355	-865	58	9566	1345	1204	133	1270589349	1270595263
-355	-865	58	10265	1558	1378	200	1270595275	1270601090
-372	-1014	213	10265	1558	1378	200	1270601098	1270609229
-399	-550	617	10947	1747	1613	76	1270609236	1270616674
-387	679	-411	11528	1823	1918	183	1270616686	1270624892
-387	679	-411	11869	1770	2127	58	1270624908	1270632770
-207	57	-169	11869	1770	2127	58	1270632777	1270638408
-1031	430	-295	12080	1708	2213	43	1270638415	1270644161
-1031	430	-295	12080	1708	2213	43	1270644169	1270649974
-126	-4	-362	12128	1658	2257	98	1270649982	1270656541
1818	188	194	12108	1619	2269	72	1270656548	1270663289
1818	188	194	12226	1562	2299	205	1270663296	1270671826
-307	267	-147	12446	1513	2323	208	1270671841	1270680595
194	-215	-113	12446	1513	2323	208	1270680602	1270686233
194	-215	-113	12657	1444	2366	212	1270686240	1270692164
-110	-582	-109	12657	1444	2366	212	1270692171	1270697803
-220	-115	-387	12849	1366	2445	213	1270697810	1270703613
-220	-115	-387	12962	1291	2491	107	1270703620	1270711846
132	36	-185	13043	1237	2494	212	1270711853	1270720348
20	-15	-137	13043	1237	2494	212	1270720355	1270728637
-32	37	-47	13118	1184	2486	50	1270728648	1270734711
-32	37	-47	13182	1130	2474	130	1270734718	1270740556
-29	101	-59	13182	1130	2474	130	1270740567	1270746206
-29	101	-59	13237	1076	2458	198	1270746213	1270752099
19	81	-58	13237	1076	2458	198	1270752106	1270759823
76	287	-53	13291	1023	2435	7	1270759831	1270767184
-106	123	-63	13348	978	2402	77	1270767199	1270774513
-106	123	-63	13417	948	2357	163	1270774524	1270782672
38	19	-40	13417	948	2357	163	1270782680	1270788313
236	87	-19	13494	916	2313	7	1270788320	1270794151
236	87	-19	13494	916	2313	7	1270794158	1270799982
137	18	-8	13601	878	2262	153	1270799989	1270806569
121	-12	-15	13732	840	2205	84	1270806576	1270813639
121	-12	-15	13904	795	2132	86	1270813647	1270822166
401	-329	74	14108	747	2046	151	1270822173	1270830953
230	-357	22	14108	747	2046	151	1270830965	1270836627
230	-357	22	14351	677	1949	50	1270836635	1270842473
-1064	-40	-197	14351	677	1949	50	1270842480	1270848126
-854	-837	-489	14530	630	1876	116	1270848137	1270854012
-854	-837	-489	14582	604	1863	216	1270854019	1270861864
116	36	-271	14582	604	1863	216	1270861872	1270870414
-120	-100	-120	14618	582	1854	28	1270870426	1270878248
-69	-20	-118	14660	570	1838	109	1270878255	1270884849
-69	-20	-118	14660	570	1838	109	1270884856	1270890709
-155	21	-78	14700	561	1816	187	1270890721	1270896357
-155	21	-78	14734	558	1789	253	1270896364	1270902011
-97	42	-39	14734	558	1789	253	1270902018	1270909909
-21	26	-10	14762	565	1754	48	1270909916	1270917171
-46	25	76	14787	574	1703	89	1270917182	1270923984
-46	25	76	14810	584	1644	125	1270923991	1270932708
-46	17	65	14810	584	1644	125	1270932719	1270938349
-37	-22	56	14830	597	1586	157	1270938357	1270944196
-37	-22	56	14830	597	1586	157	1270944204	1270950009
-46	5	52	14849	612	1531	187	1270950016	1270955650
-46	5	52	14865	626	1481	213	1270955657	1270963314
-69	-34	-8	14878	638	1439	233	1270963321	1270971590
-59	13	-26	14878	638	1439	233	1270971601	1270980382
-18	11	-10	14885	651	1402	242	1270980389	1270986020
-18	11	-10	14886	669	1362	239	1270986028	1270991929
11	-25	22	14886	669	1362	239	1270991936	1270997566
11	-25	22	14886	688	1318	232	1270997574	1271003458
7	-23	47	14886	707	1274	225	1271003465	1271011461
0	-32	52	14886	707	1274	225	1271011468	1271019794
1	-37	51	14887	727	1231	221	1271019801	1271027083
0	-21	47	14889	747	1192	220	1271027090	1271034411
0	-21	47	14889	747	1192	220	1271034418	1271040348
0	-3	31	14890	761	1161	220	1271040359	1271045994
0	-3	31	14890	770	1138	216	1271046001	1271051734
1	-12	26	14890	770	1138	216	1271051741	1271058006
-6	-20	22	14887	775	1118	207	1271058014	1271064783
-6	-20	22	14884	778	1100	196	1271064794	1271072812
-4	-22	17	14884	778	1100	196	1271072819	1271081036
-7	-38	13	14879	779	1081	184	1271081043	1271086680
-7	-38	13	14875	780	1063	172	1271086687	1271092540
-3	-52	19	14875	780	1063	172	1271092548	1271098178
-3	-52	19	14872	780	1043	163	1271098185	1271103995
7	-50	23	14872	780	1043	163	1271104002	1271110665
4	-24	13	14873	781	1022	161	1271110673	1271117279
0	-15	18	14875	784	1003	162	1271117290	1271124497
0	-15	18	14875	785	988	161	1271124504	1271133067
-2	-29	22	14875	785	988	161	1271133079	1271138725
-2	-29	22	14874	785	978	157	1271138732	1271144467
2	-22	18	14874	785	978	157	1271144474	1271150108
-17	-29	6	14874	785	973	156	1271150115	1271155885
-17	-29	6	14873	784	973	155	1271155892	1271162235
-15	-35	6	14873	784	973	155	1271162242	1271170429
-14	-22	4	14873	783	973	155	1271170440	1271177069
-11	-31	0	14873	783	974	155	1271177080	1271184461
